ticker,sector,is_it,year,earn_date,entry_date,surprise_pct,v0_return_pct,v0_exit_reason,v0_holding_days,v0_return_dollar,D5K3_return_pct,D5K3_exit_reason,D5K3_holding_days,D5K3_return_dollar,D5K3_triggered,D5K4_return_pct,D5K4_exit_reason,D5K4_holding_days,D5K4_return_dollar,D5K4_triggered,D5K5_return_pct,D5K5_exit_reason,D5K5_holding_days,D5K5_return_dollar,D5K5_triggered,D7K3_return_pct,D7K3_exit_reason,D7K3_holding_days,D7K3_return_dollar,D7K3_triggered,D7K4_return_pct,D7K4_exit_reason,D7K4_holding_days,D7K4_return_dollar,D7K4_triggered,D7K5_return_pct,D7K5_exit_reason,D7K5_holding_days,D7K5_return_dollar,D7K5_triggered,D10K3_return_pct,D10K3_exit_reason,D10K3_holding_days,D10K3_return_dollar,D10K3_triggered,D10K4_return_pct,D10K4_exit_reason,D10K4_holding_days,D10K4_return_dollar,D10K4_triggered,D10K5_return_pct,D10K5_exit_reason,D10K5_holding_days,D10K5_return_dollar,D10K5_triggered
HUBB,Industrials,False,2022,2022-07-26,2022-07-28,15.72,3.516,time,42,386.78,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False,3.516,time,42,386.78,False
HUBB,Industrials,False,2023,2023-04-25,2023-04-27,45.06,14.621,time,42,1608.35,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False,14.621,time,42,1608.35,False
IR,Industrials,False,2023,2023-02-21,2023-02-23,15.3,-9.211,hard_stop,20,-1013.21,-0.017,chronic_exit,7,-1.89,True,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False,-9.211,hard_stop,20,-1013.21,False
PODD,Health Care,False,2023,2023-05-04,2023-05-08,122.18,-9.343,hard_stop,15,-1027.74,-4.227,chronic_exit,9,-464.92,True,-7.374,chronic_exit,10,-811.09,True,-7.936,chronic_exit,11,-872.99,True,-4.227,chronic_exit,9,-464.92,True,-7.374,chronic_exit,10,-811.09,True,-7.936,chronic_exit,11,-872.99,True,-7.936,chronic_exit,11,-872.99,True,-7.936,chronic_exit,11,-872.99,True,-7.936,chronic_exit,11,-872.99,True
PODD,Health Care,False,2024,2024-11-07,2024-11-11,18.29,-1.801,time,42,-198.13,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False,-1.801,time,42,-198.13,False
PODD,Health Care,False,2025,2025-05-08,2025-05-12,29.7,-1.847,time,42,-203.18,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False,-1.847,time,42,-203.18,False
IFF,Materials,False,2024,2024-05-06,2024-05-08,29.96,0.924,time,43,101.59,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False,0.924,time,43,101.59,False
IP,Materials,False,2024,2024-07-24,2024-07-26,241.82,1.792,time,42,197.11,-0.257,chronic_exit,6,-28.24,True,-0.257,chronic_exit,6,-28.24,True,-1.733,chronic_exit,7,-190.59,True,-4.963,chronic_exit,10,-545.88,True,-4.963,chronic_exit,10,-545.88,True,-4.963,chronic_exit,10,-545.88,True,-4.064,chronic_exit,13,-447.06,True,-4.064,chronic_exit,13,-447.06,True,-4.064,chronic_exit,13,-447.06,True
ISRG,Health Care,False,2024,2024-07-18,2024-07-22,15.51,4.566,time,43,502.26,-4.549,chronic_exit,4,-500.36,True,-4.549,chronic_exit,4,-500.36,True,-4.549,chronic_exit,4,-500.36,True,-6.411,chronic_exit,8,-705.21,True,-6.411,chronic_exit,8,-705.21,True,-6.411,chronic_exit,8,-705.21,True,-2.725,chronic_exit,11,-299.79,True,-2.725,chronic_exit,11,-299.79,True,-2.725,chronic_exit,11,-299.79,True
IVZ,Financials,False,2025,2025-10-28,2025-10-30,37.73,12.235,time,42,1345.83,-2.747,chronic_exit,6,-302.12,True,-2.747,chronic_exit,6,-302.12,True,-2.747,chronic_exit,6,-302.12,True,-2.747,chronic_exit,8,-302.12,True,-2.747,chronic_exit,8,-302.12,True,-2.747,chronic_exit,8,-302.12,True,-5.792,chronic_exit,18,-637.09,True,-4.868,chronic_exit,19,-535.49,True,-3.777,chronic_exit,20,-415.42,True
J,Industrials,False,2024,2024-02-06,2024-02-08,29.55,5.938,time,42,653.18,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False,5.938,time,42,653.18,False
JPM,Financials,False,2023,2023-07-14,2023-07-18,26.46,-3.012,time,42,-331.33,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False,-3.012,time,42,-331.33,False
JPM,Financials,False,2024,2024-07-12,2024-07-16,35.02,4.848,time,42,533.24,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False,4.848,time,42,533.24,False
JPM,Financials,False,2025,2025-01-15,2025-01-17,19.18,4.188,trail_stop,39,460.73,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False,4.188,trail_stop,39,460.73,False
KR,Consumer Staples,False,2022,2022-03-03,2022-03-07,23.19,-1.061,time,42,-116.7,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False,-1.061,time,42,-116.7,False
KR,Consumer Staples,False,2024,2024-03-07,2024-03-11,18.3,1.897,time,42,208.7,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False,1.897,time,42,208.7,False
LVS,Consumer Discretionary,False,2023,2023-04-19,2023-04-21,37.3,-9.267,hard_stop,32,-1019.38,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False,-9.267,hard_stop,32,-1019.38,False
LDOS,Industrials,False,2024,2024-04-30,2024-05-02,34.97,1.293,time,42,142.22,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False,1.293,time,42,142.22,False
LDOS,Industrials,False,2024,2024-10-29,2024-10-31,45.29,-9.181,hard_stop,14,-1009.95,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False,-9.181,hard_stop,14,-1009.95,False
LEN,Consumer Discretionary,False,2023,2023-06-14,2023-06-16,26.91,7.416,time,42,815.81,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False,7.416,time,42,815.81,False
LII,Industrials,False,2023,2023-07-27,2023-07-31,18.88,7.774,time,42,855.11,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False,7.774,time,42,855.11,False
LLY,Health Care,False,2024,2024-08-08,2024-08-12,41.68,1.725,time,42,189.7,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False,1.725,time,42,189.7,False
LULU,Consumer Discretionary,False,2023,2023-06-01,2023-06-05,15.38,5.7,time,42,626.97,-0.716,chronic_exit,4,-78.79,True,-0.716,chronic_exit,4,-78.79,True,-0.716,chronic_exit,4,-78.79,True,5.7,time,42,626.97,False,5.7,time,42,626.97,False,5.7,time,42,626.97,False,5.7,time,42,626.97,False,5.7,time,42,626.97,False,5.7,time,42,626.97,False
LITE,Information Technology,True,2024,2024-11-07,2024-11-11,48.05,4.87,trail_stop,29,535.74,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False,4.87,trail_stop,29,535.74,False
MTB,Financials,False,2022,2022-04-20,2022-04-22,16.72,-8.298,hard_stop,27,-912.79,-3.558,chronic_exit,6,-391.37,True,-3.558,chronic_exit,6,-391.37,True,-3.558,chronic_exit,6,-391.37,True,-5.292,chronic_exit,10,-582.11,True,-5.292,chronic_exit,10,-582.11,True,-5.292,chronic_exit,10,-582.11,True,-3.091,chronic_exit,13,-339.98,True,-3.091,chronic_exit,13,-339.98,True,-3.091,chronic_exit,13,-339.98,True
MPC,Energy,False,2022,2022-02-02,2022-02-04,131.38,1.647,time,42,181.13,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False,1.647,time,42,181.13,False
MAR,Consumer Discretionary,False,2022,2022-02-15,2022-02-17,30.18,-8.47,hard_stop,12,-931.68,-6.338,chronic_exit,7,-697.23,True,-6.338,chronic_exit,7,-697.23,True,-6.338,chronic_exit,7,-697.23,True,-5.567,chronic_exit,11,-612.37,True,-5.567,chronic_exit,11,-612.37,True,-5.567,chronic_exit,11,-612.37,True,-8.47,hard_stop,12,-931.68,False,-8.47,hard_stop,12,-931.68,False,-8.47,hard_stop,12,-931.68,False
MAR,Consumer Discretionary,False,2022,2022-05-04,2022-05-06,35.84,-8.042,hard_stop,3,-884.66,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False,-8.042,hard_stop,3,-884.66,False
MLM,Materials,False,2023,2023-05-04,2023-05-08,92.2,8.592,time,43,945.17,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False,8.592,time,43,945.17,False
MCK,Health Care,False,2023,2023-08-02,2023-08-04,23.89,-3.114,time,42,-342.49,-0.064,chronic_exit,6,-7.09,True,-0.064,chronic_exit,6,-7.09,True,-0.064,chronic_exit,6,-7.09,True,-3.988,chronic_exit,13,-438.71,True,-3.187,chronic_exit,14,-350.56,True,-1.939,chronic_exit,17,-213.28,True,-3.988,chronic_exit,13,-438.71,True,-3.187,chronic_exit,14,-350.56,True,-1.939,chronic_exit,17,-213.28,True
MRK,Health Care,False,2022,2022-04-28,2022-05-02,17.11,-4.193,time,42,-461.23,-0.372,chronic_exit,4,-40.92,True,-0.372,chronic_exit,4,-40.92,True,-0.372,chronic_exit,4,-40.92,True,-1.026,chronic_exit,8,-112.83,True,-1.026,chronic_exit,8,-112.83,True,-1.026,chronic_exit,8,-112.83,True,-4.193,time,42,-461.23,False,-4.193,time,42,-461.23,False,-4.193,time,42,-461.23,False
META,Communication Services,False,2025,2025-01-29,2025-01-31,18.67,-9.127,hard_stop,34,-1004.01,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False,-9.127,hard_stop,34,-1004.01,False
META,Communication Services,False,2025,2025-07-30,2025-08-01,21.82,-0.676,time,42,-74.32,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False,-0.676,time,42,-74.32,False
MGM,Consumer Discretionary,False,2023,2023-05-01,2023-05-03,169.54,-8.919,hard_stop,9,-981.12,-5.838,chronic_exit,6,-642.14,True,-5.838,chronic_exit,6,-642.14,True,-5.838,chronic_exit,6,-642.14,True,-7.726,chronic_exit,8,-849.83,True,-7.726,chronic_exit,8,-849.83,True,-7.726,chronic_exit,8,-849.83,True,-8.919,hard_stop,9,-981.12,False,-8.919,hard_stop,9,-981.12,False,-8.919,hard_stop,9,-981.12,False
MU,Information Technology,True,2024,2024-03-20,2024-03-22,273.75,7.683,trail_stop,26,845.15,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False,7.683,trail_stop,26,845.15,False
MU,Information Technology,True,2025,2025-12-17,2025-12-19,20.58,46.577,time,42,5123.43,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False,46.577,time,42,5123.43,False
TAP,Consumer Staples,False,2023,2023-05-02,2023-05-04,105.13,2.955,time,42,325.07,-1.044,chronic_exit,6,-114.87,True,-1.044,chronic_exit,6,-114.87,True,-1.044,chronic_exit,6,-114.87,True,-1.336,chronic_exit,8,-146.96,True,-1.336,chronic_exit,8,-146.96,True,-1.336,chronic_exit,8,-146.96,True,-4.592,chronic_exit,13,-505.07,True,-4.592,chronic_exit,13,-505.07,True,-4.592,chronic_exit,13,-505.07,True
MNST,Consumer Staples,False,2023,2023-05-04,2023-05-08,15.11,-1.767,time,43,-194.41,-3.097,chronic_exit,16,-340.68,True,-3.501,chronic_exit,17,-385.12,True,-3.03,chronic_exit,18,-333.28,True,-3.097,chronic_exit,16,-340.68,True,-3.501,chronic_exit,17,-385.12,True,-3.03,chronic_exit,18,-333.28,True,-3.097,chronic_exit,16,-340.68,True,-3.501,chronic_exit,17,-385.12,True,-3.03,chronic_exit,18,-333.28,True
MS,Financials,False,2024,2024-04-16,2024-04-18,21.59,8.825,time,42,970.78,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False,8.825,time,42,970.78,False
MS,Financials,False,2025,2025-01-16,2025-01-21,32.23,-10.195,hard_stop,42,-1121.45,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False,-10.195,hard_stop,42,-1121.45,False
NDAQ,Financials,False,2025,2025-07-24,2025-07-28,19.49,0.011,time,42,1.16,-1.211,chronic_exit,22,-133.19,True,-0.505,chronic_exit,23,-55.59,True,-1.074,chronic_exit,24,-118.13,True,-1.211,chronic_exit,22,-133.19,True,-0.505,chronic_exit,23,-55.59,True,-1.074,chronic_exit,24,-118.13,True,-1.211,chronic_exit,22,-133.19,True,-0.505,chronic_exit,23,-55.59,True,-1.074,chronic_exit,24,-118.13,True
NWSA,Communication Services,False,2024,2024-02-07,2024-02-09,23.81,0.224,time,42,24.67,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False,0.224,time,42,24.67,False
NWSA,Communication Services,False,2025,2025-11-06,2025-11-10,16.76,-2.16,time,42,-237.62,-2.607,chronic_exit,4,-286.78,True,-2.607,chronic_exit,4,-286.78,True,-2.607,chronic_exit,4,-286.78,True,-5.736,chronic_exit,8,-630.91,True,-5.736,chronic_exit,8,-630.91,True,-5.736,chronic_exit,8,-630.91,True,-4.32,chronic_exit,11,-475.23,True,-4.32,chronic_exit,11,-475.23,True,-4.32,chronic_exit,11,-475.23,True
NI,Utilities,False,2024,2024-10-30,2024-11-01,24.4,3.629,time,42,399.2,-0.766,chronic_exit,6,-84.21,True,-0.766,chronic_exit,6,-84.21,True,-0.766,chronic_exit,6,-84.21,True,3.629,time,42,399.2,False,3.629,time,42,399.2,False,3.629,time,42,399.2,False,3.629,time,42,399.2,False,3.629,time,42,399.2,False,3.629,time,42,399.2,False
NSC,Industrials,False,2024,2024-04-24,2024-04-26,29.79,-5.342,time,42,-587.64,-1.232,chronic_exit,6,-135.5,True,-0.493,chronic_exit,7,-54.18,True,-2.639,chronic_exit,10,-290.24,True,-2.639,chronic_exit,10,-290.24,True,-2.639,chronic_exit,10,-290.24,True,-2.639,chronic_exit,10,-290.24,True,-4.387,chronic_exit,13,-482.62,True,-4.387,chronic_exit,13,-482.62,True,-4.387,chronic_exit,13,-482.62,True
NTRS,Financials,False,2024,2024-07-17,2024-07-19,145.29,5.482,time,42,602.98,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False,5.482,time,42,602.98,False
NTRS,Financials,False,2024,2024-10-23,2024-10-25,26.67,4.936,time,42,542.96,-2.926,chronic_exit,6,-321.88,True,-2.926,chronic_exit,6,-321.88,True,-2.926,chronic_exit,6,-321.88,True,-3.197,chronic_exit,10,-351.62,True,-3.197,chronic_exit,10,-351.62,True,-3.197,chronic_exit,10,-351.62,True,4.936,time,42,542.96,False,4.936,time,42,542.96,False,4.936,time,42,542.96,False
NOC,Industrials,False,2025,2025-10-21,2025-10-23,18.82,-8.672,hard_stop,39,-953.93,-2.458,chronic_exit,6,-270.36,True,-3.523,chronic_exit,7,-387.56,True,-2.715,chronic_exit,8,-298.6,True,-2.715,chronic_exit,8,-298.6,True,-2.715,chronic_exit,8,-298.6,True,-2.715,chronic_exit,8,-298.6,True,-4.874,chronic_exit,13,-536.12,True,-4.874,chronic_exit,13,-536.12,True,-4.874,chronic_exit,13,-536.12,True
NRG,Utilities,False,2025,2025-05-12,2025-05-14,58.83,-0.924,time,42,-101.65,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False,-0.924,time,42,-101.65,False
NRG,Utilities,False,2025,2025-11-06,2025-11-10,30.73,-8.648,hard_stop,10,-951.27,-5.955,chronic_exit,4,-655.05,True,-5.955,chronic_exit,4,-655.05,True,-5.955,chronic_exit,4,-655.05,True,-5.238,chronic_exit,8,-576.15,True,-5.238,chronic_exit,8,-576.15,True,-5.238,chronic_exit,8,-576.15,True,-8.648,hard_stop,10,-951.27,False,-8.648,hard_stop,10,-951.27,False,-8.648,hard_stop,10,-951.27,False
NVDA,Information Technology,True,2023,2023-05-24,2023-05-26,18.8,8.165,trail_stop,31,898.17,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False,8.165,trail_stop,31,898.17,False
NVDA,Information Technology,True,2023,2023-08-23,2023-08-25,29.35,-10.145,hard_stop,26,-1115.99,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False,-10.145,hard_stop,26,-1115.99,False
OMC,Communication Services,False,2022,2022-02-08,2022-02-10,23.37,-8.71,hard_stop,13,-958.1,-4.807,chronic_exit,6,-528.78,True,-4.807,chronic_exit,6,-528.78,True,-4.807,chronic_exit,6,-528.78,True,-7.255,chronic_exit,8,-798.02,True,-7.255,chronic_exit,8,-798.02,True,-7.255,chronic_exit,8,-798.02,True,-8.71,hard_stop,13,-958.1,False,-8.71,hard_stop,13,-958.1,False,-8.71,hard_stop,13,-958.1,False
ON,Information Technology,True,2022,2022-02-07,2022-02-09,15.98,-11.016,hard_stop,2,-1211.71,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False,-11.016,hard_stop,2,-1211.71,False
PKG,Materials,False,2023,2023-07-24,2023-07-26,15.64,-4.562,time,42,-501.78,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False,-4.562,time,42,-501.78,False
PLTR,Information Technology,True,2024,2024-11-04,2024-11-06,42.21,25.102,trail_stop,34,2761.25,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False,25.102,trail_stop,34,2761.25,False
PLTR,Information Technology,True,2025,2025-02-03,2025-02-05,23.72,10.067,trail_stop,14,1107.35,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False,10.067,trail_stop,14,1107.35,False
PH,Industrials,False,2024,2024-02-01,2024-02-05,16.89,6.2,time,42,682.01,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False,6.2,time,42,682.01,False
PCG,Utilities,False,2024,2024-11-07,2024-11-11,15.01,-3.149,time,42,-346.41,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False,-3.149,time,42,-346.41,False
PSX,Energy,False,2025,2025-10-29,2025-10-31,16.81,4.347,time,42,478.2,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False,4.347,time,42,478.2,False
PNW,Utilities,False,2024,2024-08-01,2024-08-05,39.84,3.573,time,42,392.99,-2.461,chronic_exit,4,-270.73,True,-2.461,chronic_exit,4,-270.73,True,-2.461,chronic_exit,4,-270.73,True,-2.382,chronic_exit,8,-262.0,True,-2.382,chronic_exit,8,-262.0,True,-2.382,chronic_exit,8,-262.0,True,-1.951,chronic_exit,11,-214.59,True,-1.951,chronic_exit,11,-214.59,True,-1.951,chronic_exit,11,-214.59,True
PPG,Materials,False,2023,2023-04-20,2023-04-24,17.21,-9.042,hard_stop,37,-994.65,-3.262,chronic_exit,4,-358.85,True,-3.262,chronic_exit,4,-358.85,True,-3.262,chronic_exit,4,-358.85,True,-3.717,chronic_exit,8,-408.92,True,-3.717,chronic_exit,8,-408.92,True,-3.717,chronic_exit,8,-408.92,True,-4.8,chronic_exit,11,-528.03,True,-4.8,chronic_exit,11,-528.03,True,-4.8,chronic_exit,11,-528.03,True
PPL,Utilities,False,2024,2024-08-02,2024-08-06,15.69,8.54,time,42,939.42,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False,8.54,time,42,939.42,False
PGR,Financials,False,2024,2024-04-12,2024-04-16,17.05,-1.194,time,42,-131.37,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False,-1.194,time,42,-131.37,False
